"","vVirusNameCorrected","hHostNameFinal","WildDomInReference","DetectionMethod","DetectionQuality","Reference"
"2124","Patois_virus","Philander_opossum","wild","Antibodies",0,"Scherer et al. 1972"
"2125","Venezuelan_equine_encephalitis_virus","Philander_opossum","wild","Antibodies",0,"Seymour et al. 1978"
"2126","Vesicular_stomatitis_Indiana_virus","Philander_opossum","wild","plaque reduction neutralization",1,"Tesh et al. 1969"
"2127","Bluetongue_virus","Philantomba_monticola","wild","agar gel immunodiffusion",0,"Karesh et al. 1995"
"2128","O'nyong-nyong_virus","Philantomba_monticola","wild","plaque reduction neutralization",1,"Kading et al. 2013"
"2129","Australian_bat_lyssavirus","Philetor_brachypterus","wild","Antibodies",0,"Arguin et al. 2002"
"2130","Influenza_A_virus","Phoca_vitulina","wild","Antibodies",0,"Fujii et al. 2007"
"2131","Influenza_B_virus","Phoca_vitulina","wild","Isolation",2,"Osterhaus et al. 2000"
"2132","Phocid_herpesvirus_1","Phoca_vitulina","wild","Isolation",2,"Osterhaus et al. 1985"
"2133","Phocine_distemper_virus","Phoca_vitulina","wild","Antibodies",0,"Duignan et al. 1995"
"2134","Sealpox_virus","Phoca_vitulina","wild","PCR",2,"Becher et al. 2002"
"2135","Cetacean_morbillivirus_virus","Phocoena_phocoena","wild","Isolation",2,"McCullough et al. 1991"
"2136","Phocoena_spinipinnis_papillomavirus","Phocoena_spinipinnis","wild","Isolation",2,"Van Bressem et al. 2007"
"2137","Influenza_A_virus","Phocoenoides_dalli","wild","Antibodies",0,"Ohishi et al. 2006"
"2138","Rio_Bravo_virus","Phyllostomus_discolor","wild","Antibodies",0,"Ubico & McLean 1995"
"2139","Tamana_bat_virus","Phyllostomus_discolor","wild","Antibodies",0,"Price 1978"
"2140","Venezuelan_equine_encephalitis_virus","Phyllostomus_discolor","wild","Antibodies",0,"Ubico & McLean 1995"
"2141","Bimiti_virus","Phyllostomus_hastatus","wild","Antibodies",0,"Price 1978"
"2142","Catu_virus","Phyllostomus_hastatus","wild","Antibodies",0,"Price 1978"
"2143","Cocal_virus","Phyllostomus_hastatus","wild","Antibodies",0,"Price 1978"
"2144","Dengue_virus","Phyllostomus_hastatus","wild","Antibodies",0,"Price 1978"
"2145","Eastern_equine_encephalitis_virus","Phyllostomus_hastatus","wild","Antibodies",0,"Price 1978"
"2146","Guama_virus","Phyllostomus_hastatus","wild","Antibodies",0,"Price 1978"
"2147","Ilheus_virus","Phyllostomus_hastatus","wild","Antibodies",0,"Price 1978"
"2148","Marituba_virus","Phyllostomus_hastatus","wild","Isolation",2,"Price 1978"
"2149","Mucambo_virus","Phyllostomus_hastatus","wild","Antibodies",0,"Price 1978"
"2150","Rabies_virus","Phyllostomus_hastatus","wild","Isolation",2,"De Yosti et al. 1970"
"2151","St._Louis_encephalitis_virus","Phyllostomus_hastatus","wild","Antibodies",0,"Price 1978"
"2152","Tacaribe_virus","Phyllostomus_hastatus","wild","Antibodies",0,"Price 1978"
"2153","Yellow_fever_virus","Phyllostomus_hastatus","wild","Antibodies",0,"Price 1978"
"2154","Andes_virus","Phyllotis_darwini","wild","Antibodies",0,"Padula et al. 2004"
"2155","Vesicular_exanthema_of_swine_virus","Physeter_catodon","wild","Antibodies",0,"Smith et al. 1978"
"2156","Japanese_encephalitis_virus","Pipistrellus_abramus","wild","Antibodies",0,"Miura et al. 1970"
"2157","Influenza_A_virus","Pipistrellus_ceylonicus","wild","Antibodies",0,"Kelkar et al. 1981"
"2158","Rabies_virus","Pipistrellus_hesperus","wild","PCR",2,"Blanton et al. 2008"
"2159","Sandfly_fever_Naples_virus","Pipistrellus_kuhlii","wild","Isolation",2,"Calisher et al. 2006"
"2160","European_bat_lyssavirus_1","Pipistrellus_nathusii","wild","Isolation",2,"Muller et al. 2007; Kuzmin & Rupprecht 1999"
"2161","Entebbe_bat_virus","Pipistrellus_pipistrellus","wild","Isolation",2,"Gonzalez et al. 2008; Lvov et al. 1973"
"2162","European_bat_lyssavirus_1","Pipistrellus_pipistrellus","wild","Isolation",2,"Muller et al. 2007"
"2163","Issyk-Kul_virus","Pipistrellus_pipistrellus","wild","Isolation",2,"Kostyukov 1976"
"2164","Rabies_virus","Pipistrellus_subflavus","wild","PCR",2,"Blanton et al. 2008"
"2165","Measles_virus","Pithecia_monachus","wild","Isolation",2,"Fowler & Miller. 2003"
"2166","Mayaro_virus","Pithecia_pithecia","wild","Antibodies",0,"de Thoisy et al. 2003"
"2167","Eastern_equine_encephalitis_virus","Platyrrhinus_helleri","wild","Antibodies",0,"Price 1978"
"2168","Ilheus_virus","Platyrrhinus_helleri","wild","Antibodies",0,"Price et al. 1978"
"2169","Tacaribe_virus","Platyrrhinus_helleri","wild","Antibodies",0,"Price 1978"
"2170","Yellow_fever_virus","Platyrrhinus_helleri","wild","Antibodies",0,"Price 1978"
"2171","Rabies_virus","Platyrrhinus_lineatus","wild","Isolation",2,"[414]"
"2172","European_bat_lyssavirus_1","Plecotus_auritus","wild","Isolation",2,"Muller et al. 2004"
"2173","Japanese_encephalitis_virus","Plecotus_auritus","wild","Antibodies",0,"Miura et al. 1970"
"2174","Hepatitis_B_virus","Pongo_abelii","wild","Antibodies",0,"Sa-Nguanmoo et al. 2009"
"2175","Simian_foamy_virus","Pongo_abelii","wild","PCR",2,"Hussain et al. 2003"
"2176","Dengue_virus","Pongo_pygmaeus","wild","Antibodies",0,"Kilbourne et al. 2003"
"2177","Hepatitis_A_virus","Pongo_pygmaeus","wild","Antibodies",0,"Sa-Nguanmoo et al. 2010"
"2178","Hepatitis_B_virus","Pongo_pygmaeus","wild","Antibodies",0,"Sa-Nguanmoo et al. 2009"
"2179","Human_herpesvirus_1","Pongo_pygmaeus","wild","Antibodies",0,"Fowler & Miller. 2003"
"2180","Human_herpesvirus_4","Pongo_pygmaeus","wild","Antibodies",0,"Kilbourne et al. 2003"
"2181","Human_picobirnavirus","Pongo_pygmaeus","captive","PAGE",0,"Masachessi et al. 2007"
"2182","Human_respiratory_syncytial_virus","Pongo_pygmaeus","wild","Antibodies",0,"Kilbourne et al. 2003"
"2183","Japanese_encephalitis_virus","Pongo_pygmaeus","wild","Antibodies",0,"Kilbourn et al. 2003"
"2184","Mumps_virus","Pongo_pygmaeus","wild","Antibodies",0,"Kilbourn et al. 2003"
"2185","Pongine_herpesvirus_2","Pongo_pygmaeus","wild","PCR",2,"Sakulwira et al. 2004"
"2186","Rotavirus_A","Pongo_pygmaeus","wild","Antibodies",0,"Kilbourne et al. 2003"
"2187","Simian_foamy_virus","Pongo_pygmaeus","wild","PCR",2,"Hussain et al. 2003"
"2188","Sindbis_virus","Pongo_pygmaeus","wild","Antibodies",0,"Kilbourne et al. 2003"
"2189","Tembusu_virus","Pongo_pygmaeus","wild","Antibodies",0,"Kilbourne et al. 2003"
"2190","Zika_virus","Pongo_pygmaeus","wild","Antibodies",0,"Kilbourne et al. 2003"
"2191","African_swine_fever_virus","Potamochoerus_porcus","wild","PCR",2,"Jori et al. 2009"
"2192","Mayaro_virus","Potos_flavus","wild","Antibodies",0,"de Thoisy et al. 2003"
"2193","Vesicular_stomatitis_Indiana_virus","Potos_flavus","wild","plaque reduction neutralization",1,"Tesh et al. 1969"
"2194","Ippy_virus","Praomys_jacksoni","wild","Antibodies",0,"Hugot et al. 2001"
"2195","Mobala_virus","Praomys_jacksoni","wild","Isolation",2,"Charrel & de Lamballerie 2010; Gonzalez et al. 1986"
"2196","Modoc_virus","Praomys_jacksoni","wild","Isolation",2,"Zarnke and Yuill 1985"
"2197","Bakau_virus","Presbytis_melalophos","wild","Isolation",2,"Beran & Steele 1994"
"2198","Feline_calicivirus","Prionailurus_bengalensis","wild","Antibodies",0,"Ikeda et al. 1999"
"2199","Feline_panleukopenia_virus","Prionailurus_bengalensis","wild","Isolation",2,"Ikeda et al. 1999"
"2200","Foot-and-mouth_disease_virus","Procapra_gutturosa","wild","Antibodies",0,"Weaver et al. 2013"
"2201","Simian_foamy_virus","Piliocolobus_badius","wild","PCR",2,"Goldberg et al. 2009"
"2202","Simian_foamy_virus","Piliocolobus_rufomitratus","wild","PCR",2,"Goldberg et al. 2009"
"2203","Simian_hemorrhagic_fever_virus","Piliocolobus_rufomitratus","wild","Pyroseq",2,"Lauck et al. 2011"
"2204","Borna_disease_virus","Procyon_lotor","wild","PCR",2,"Hagiwara et al. 2009"
"2205","Encephalomyocarditis_virus","Procyon_lotor","wild","Isolation",2,"Tesh & Wallace 1978"
"2206","Patois_virus","Procyon_lotor","wild","Antibodies",0,"Scherer et al. 1972"
"2207","Rabies_virus","Procyon_lotor","wild","PCR",2,"Nadin-Davis et al. 1996"
"2208","Racoonpox_virus","Procyon_lotor","wild","Isolation",2,"Thomas et al. 1975"
"2209","St._Louis_encephalitis_virus","Procyon_lotor","wild","Isolation",2,"Kramer and Chandler 2001"
"2210","Suid_herpesvirus_1","Procyon_lotor","wild","virus neutralization",0,"Mitchell et al. 1999"
"2211","Vesicular_stomatitis_Indiana_virus","Procyon_lotor","wild","Antibodies",0,"Fletcher et al. 1985"
"2212","West_Nile_virus","Procyon_lotor","wild","Antibodies",0,"Root et al. 2005"
"2213","Western_equine_encephalitis_virus","Procyon_lotor","wild","hemmaglutination",0,"Hardy 1987"
"2214","Venezuelan_equine_encephalitis_virus","Proechimys_guairae","wild","Antibodies",0,"Navarro et al. 2005"
"2215","Aroa_virus","Proechimys_guyannensis","wild","isolation",2,"Shope 2003"
"2216","Bimiti_virus","Proechimys_guyannensis","wild","Isolation",2,"Shope et al. 1988"
"2217","Bujaru_virus","Proechimys_guyannensis","wild","Isolation",2,NA
"2218","Caraparu_virus","Proechimys_guyannensis","wild","Isolation",2,"Shope et al. 1988"
"2219","Catu_virus","Proechimys_guyannensis","wild","Isolation",2,"Shope et al. 1988"
"2220","Encephalomyocarditis_virus","Proechimys_guyannensis","wild","Isolation",2,"Tesh & Wallace 1978"
"2221","Guama_virus","Proechimys_guyannensis","wild","Isolation",2,"Shope et al. 1988"
"2222","Marituba_virus","Proechimys_guyannensis","wild","Isolation",2,"Shope et al. 1988"
"2223","Oriboca_virus","Proechimys_guyannensis","wild","Isolation",2,"Shope et al. 1988"
"2224","Pixuna_virus","Proechimys_guyannensis","wild","Isolation",2,"Shope et al. 1964"
"2225","Venezuelan_equine_encephalitis_virus","Proechimys_guyannensis","wild","Isolation",2,"Sudia & Newhouse 1975; Acha & Szyfres 2003"
"2226","Maraba_virus","Proechimys_longicaudatus","wild","Antibodies",0,"da Rosa et al. 1992"
"2227","Caraparu_virus","Proechimys_semispinosus","wild","Isolation",2,"Shope et al. 1988"
"2228","Madrid_virus","Proechimys_semispinosus","wild","Isolation",2,"Shope et al. 1988"
"2229","Marituba_virus","Proechimys_semispinosus","wild","Isolation",2,"Galindo et al. 1966"
"2230","St._Louis_encephalitis_virus","Proechimys_semispinosus","wild","Antibodies",0,"Sabattini et al. 1965"
"2231","Venezuelan_equine_encephalitis_virus","Proechimys_semispinosus","wild","Antibodies",0,"Grayson & Galindo 1968"
"2232","Vesicular_stomatitis_Indiana_virus","Proechimys_semispinosus","wild","plaque reduction neutralization",1,"Tesh et al. 1969"
"2233","Rabies_virus","Proteles_cristata","wild","PCR",2,"Lembo et al. 2008"
"2234","Canine_distemper_virus","Lycalopex_gymnocercus","wild","Antibodies",0,"Fiorello et al. 2007"
"2235","Rabies_virus","Lycalopex_vetulus","wild","Isolation",2,"Silva et al. 2009"
"2236","Peste-des-petits-ruminants_virus","Pseudois_nayaur","wild","PCR",2,"Bao et al. 2011"
"2237","Dengue_virus","Pteronotus_davyi","wild","Antibodies",0,"Price 1978"
"2238","Ilheus_virus","Pteronotus_davyi","wild","Antibodies",0,"Price et al. 1978"
"2239","Rabies_virus","Pteronotus_davyi","wild","Isolation",2,"Goodwin & Greenhall 1961"
"2240","Rio_Bravo_virus","Pteronotus_davyi","wild","Antibodies",0,"Price 1978"
"2241","St._Louis_encephalitis_virus","Pteronotus_davyi","wild","Antibodies",0,"Price 1978"
"2242","Tamana_bat_virus","Pteronotus_davyi","wild","Antibodies",0,"Price 1978"
"2243","Yellow_fever_virus","Pteronotus_davyi","wild","Antibodies",0,"Price 1978"
"2244","Bimiti_virus","Pteronotus_parnellii","wild","Antibodies",0,"Price 1978"
"2245","Dengue_virus","Pteronotus_parnellii","wild","Antibodies",0,"Aguilar-Setien et al. 2008"
"2246","Ilheus_virus","Pteronotus_parnellii","wild","Antibodies",0,"Price et al. 1978"
"2247","Rabies_virus","Pteronotus_parnellii","wild","Antibodies",0,"Salas-Rojas et al. 2004"
"2248","Rio_Bravo_virus","Pteronotus_parnellii","wild","Antibodies",0,"Price 1978"
"2249","St._Louis_encephalitis_virus","Pteronotus_parnellii","wild","Antibodies",0,"Price 1978"
"2250","Tamana_bat_virus","Pteronotus_parnellii","wild","Isolation",2,"Price 1978"
"2251","Yellow_fever_virus","Pteronotus_parnellii","wild","Antibodies",0,"Price 1978"
"2252","Hendra_virus","Pteropus_admiralitatum","wild","Antibodies",0,"Field et al. unpub in Mackenzie 1999"
"2253","Australian_bat_lyssavirus","Pteropus_alecto","wild","Isolation",2,"Speare et al. 1997"
"2254","Dengue_virus","Pteropus_alecto","wild","Antibodies",0,"O'Connor et al. 1955"
"2255","Hendra_virus","Pteropus_alecto","wild","Isolation",2,"Calisher et al. 2006"
"2256","Japanese_encephalitis_virus","Pteropus_alecto","wild","Antibodies",0,"Rowan & O'Connor 1957"
"2257","Menangle_virus","Pteropus_alecto","wild","Isolation",2,"Wong et al. 2007; Philbey et al. 1998"
"2258","Murray_Valley_encephalitis_virus","Pteropus_alecto","wild","Antibodies",0,"Geevarghese & Banerjee 1990"
"2259","Ross_River_virus","Pteropus_alecto","wild","Antibodies",0,"http://www.cfsph.iastate.edu/Factsheets/pdfs/menangle..pdf"
"2260","Sindbis_virus","Pteropus_alecto","wild","Antibodies",0,"Barman et al. 2006"
"2261","West_Nile_virus","Pteropus_alecto","wild","Antibodies",0,"Rowan & O'Conner 1957"
"2262","Hendra_virus","Pteropus_capistratus","wild","Antibodies",0,"Field et al. unpub in Mackenzie 1999"
"2263","Australian_bat_lyssavirus","Pteropus_conspicillatus","wild","Isolation",2,"Wong et al. 2007; Mackenzie et al. 2001"
"2264","Hendra_virus","Pteropus_conspicillatus","wild","Isolation",2,"Calisher et al. 2006"
"2265","Menangle_virus","Pteropus_conspicillatus","wild","Antibodies",0,"Philbey et al. 2008"
"2266","Aravan_virus","Pteropus_giganteus","wild","antigen",0,"Kuzmin et al. 2006"
"2267","Khujand_virus","Pteropus_giganteus","wild","antigen",0,"Kuzmin et al. 2006"
"2268","Nipah_virus","Pteropus_giganteus","wild","PCR",2,"Hsu et al. 2004"
"2269","Australian_bat_lyssavirus","Pteropus_hypomelanus","wild","Antibodies",0,"Arguin et al. 2002"
"2270","Hendra_virus","Pteropus_hypomelanus","wild","Antibodies",0,"Field et al. unpub in Mackenzie 1999"
"2271","Nipah_virus","Pteropus_hypomelanus","wild","Isolation",2,"Calisher et al.; http://www.uniprot.org/uniprot/Q2A069"
"2272","Tioman_virus","Pteropus_hypomelanus","wild","Isolation",2,"Calisher et al. 2006"
"2273","Aravan_virus","Pteropus_lylei","wild","Antibodies",0,"Lumlertdacha et al. 2005"
"2274","Australian_bat_lyssavirus","Pteropus_lylei","wild","Antibodies",0,"Lumlertdacha et al. 2005"
"2275","Irkut_virus","Pteropus_lylei","wild","Antibodies",0,"Lumlertdacha et al. 2005"
"2276","Khujand_virus","Pteropus_lylei","wild","Antibodies",0,"Lumlertdacha et al. 2005"
"2277","Nipah_virus","Pteropus_lylei","wild","Isolation",2,"Calisher et al. 2006"
"2278","Hendra_virus","Pteropus_neohibernicus","wild","Antibodies",0,"Halpin unpub in Mackenzie 1999"
"2279","Australian_bat_lyssavirus","Pteropus_poliocephalus","wild","Isolation",2,"Mackenzie 1999; Gould et al. 2002; Wong et al. 2007"
"2280","Hendra_virus","Pteropus_poliocephalus","wild","Isolation",2,"Calisher et al. 2006"
"2281","Menangle_virus","Pteropus_poliocephalus","wild","Isolation",2,"Calisher et al. 2006"
"2282","Nelson_Bay_orthoreovirus","Pteropus_poliocephalus","wild","Isolation",2,"Calisher et al. 2006"
"2283","Rabies_virus","Pteropus_poliocephalus","wild","Isolation",2,"Pal et al. 1980"
"2284","Hendra_virus","Pteropus_rufus","wild","Antibodies",0,"Iehle et al. 2007"
"2285","Nipah_virus","Pteropus_rufus","wild","Antibodies",0,"Iehle et al. 2007"
"2286","Tioman_virus","Pteropus_rufus","wild","Antibodies",0,"Iehle et al. 2007"
"2287","Australian_bat_lyssavirus","Pteropus_scapulatus","wild","Isolation",2,"Speare et al. 1997"
"2288","Dengue_virus","Pteropus_scapulatus","wild","Antibodies",0,"O'Connor et al. 1955"
"2289","Hendra_virus","Pteropus_scapulatus","wild","Isolation",2,"Calisher et al. 2006"
"2290","Japanese_encephalitis_virus","Pteropus_scapulatus","wild","Antibodies",0,"Calisher et al. 2006; Sulkin & Allen 1974; Rowan & O'Connor 1957"
"2291","Menangle_virus","Pteropus_scapulatus","wild","Antibodies",0,"Philbey et al. 2008"
"2292","Murray_Valley_encephalitis_virus","Pteropus_scapulatus","wild","Antibodies",0,"Sulkin & Allen 1974; Rowan & O'Connor 1957"
"2293","West_Nile_virus","Pteropus_scapulatus","wild","Antibodies",0,"Sulkin & Allen 1974; Bunde et al. 2006; Rowan & O'Connor 1957"
"2294","Nipah_virus","Pteropus_vampyrus","wild","Isolation",2,"Calisher et al. 2006"
"2295","Tembusu_virus","Pteropus_vampyrus","wild","Antibodies",0,"Geevarghese & Banerjee 1990"
"2296","Bovine_viral_diarrhea_virus_1","Pudu_puda","wild","PCR",2,"Pizarro-Lucero et al. 2005"
"2297","Felid_herpesvirus_1","Puma_concolor","wild","Antibodies",0,"Paul-Murphy et al. 1994"
"2298","Feline_calicivirus","Puma_concolor","wild","Antibodies",0,"Roelke et al. 1993"
"2299","Feline_coronavirus","Puma_concolor","wild","Antibodies",0,"Roelke et al. 1993"
"2300","Feline_immunodeficiency_virus","Puma_concolor","wild","PCR",2,"Biek et al. 2006"
"2301","Feline_leukemia_virus","Puma_concolor","wild","PCR",2,"Cunningham et al. 2008"
"2302","Feline_panleukopenia_virus","Puma_concolor","wild","Antibodies",0,"Paul-Murphy et al. 1994"
"2303","Human_picobirnavirus","Puma_concolor","captive","PCR",2,"Gillman et al. 2012"
"2304","Puma_lentivirus","Puma_concolor","wild","Antibodies",0,"Evermann et al. 1997"
"2305","Influenza_A_virus","Pusa_caspica","wild","Antibodies",0,"Ohishi et al. 2006"
"2306","Influenza_A_virus","Pusa_hispida","wild","Antibodies",0,"Ohishi et al. 2004"
"2307","Canine_distemper_virus","Pusa_sibirica","wild","Isolation",2,"Mamaev et al. 1995"
"2308","Influenza_A_virus","Pusa_sibirica","wild","Antibodies",0,"Ohishi et al. 2004"
"2309","Simian_foamy_virus","Pygathrix_nemaeus","wild","PCR",2,"Hussain et al. 2003"
"2310","Bluetongue_virus","Rangifer_tarandus","wild","ELISA",0,"Afshar et al. 1995"
"2311","Bovine_herpesvirus_1","Rangifer_tarandus","domestic","VNT",1,"Zarnke 1983"
"2312","Bovine_viral_diarrhea_virus_1","Rangifer_tarandus","wild","PCR",2,"Becher et al. 1999"
"2313","Bunyamwera_virus","Rangifer_tarandus","domestic","Isolation",2,"Calisher et al. 1986"
"2314","Cervid_herpesvirus_2","Rangifer_tarandus","domestic","PCR",2,"das Neves et al. 2009"
"2315","Orf_virus","Rangifer_tarandus","domestic","PCR",2,"Vikoren et al. 2008"
"2316","Ovine_herpesvirus_2","Rangifer_tarandus","wild","ELISA",0,"Zarnke et al 2002"
"2317","Rabies_virus","Rangifer_tarandus","wild","PCR",2,"Kuzmin et al. 2004"
"2318","West_Nile_virus","Rangifer_tarandus","domestic","Antibodies",0,"Palmer et al. 2004"
"2319","Foot-and-mouth_disease_virus","Raphicerus_sharpei","wild","Antibodies",0,"Weaver et al. 2013"
"2320","Encephalomyocarditis_virus","Rattus_exulans","wild","Antibodies",0,"Tesh & Wallace 1978"
"2321","Lassa_virus","Rattus_exulans","wild","Antibodies",0,"Nitatpattana et al. 2000"
"2322","Murid_herpesvirus_2","Rattus_exulans","wild","PCR",2,"Ehlers et al. 2007"
"2323","Gan_Gan_virus","Rattus_fuscipes","wild","Antibodies",0,"Vale et al. 1991"
"2324","Seoul_virus","Rattus_losea","wild","Isolation",2,"Wang et al. 2000"
"2325","Andes_virus","Rattus_norvegicus","wild","PCR",2,"Fernandez et al. 2008"
"2326","Cowpox_virus","Rattus_norvegicus","wild","PCR",2,"Wolfs et al. 2002"
"2327","Crimean-Congo_hemorrhagic_fever_virus","Rattus_norvegicus","wild","Antibodies",0,"Darwish et al. 1983"
"2328","Encephalomyocarditis_virus","Rattus_norvegicus","wild","Antibodies",0,"Tesh & Wallace 1978"
"2329","H-1_parvovirus","Rattus_norvegicus","wild","Isolation",2,"Committee on Infectious Disease in Mice and Rats 1991"
"2330","Human_picobirnavirus","Rattus_norvegicus","captive","PCR",2,"Fregolente et al. 2009"
"2331","Kilham_rat_virus","Rattus_norvegicus","wild","Isolation",2,"Easterbrook et al. 2009; Kilham & Oliver 1959;  Kilham & Olivier 1959"
"2332","Lassa_virus","Rattus_norvegicus","wild","Antibodies",0,"Nitatpattana et al. 2000"
"2333","Murid_herpesvirus_2","Rattus_norvegicus","wild","isolation",2,"Bruggeman et al. 1982"
"2334","Murine_pneumotropic_virus","Rattus_norvegicus","wild","Antibodies",0,"Easterbrook et al. 2008"
"2335","Rat_coronavirus","Rattus_norvegicus","wild","Isolation",2,"Easterbrook et al. 2008; Parker et al. 1970"
"2336","Rat_minute_virus_1","Rattus_norvegicus","wild","PCR",2,"Wan et al. 2002"
"2337","Rat_parvovirus_1","Rattus_norvegicus","wild","Isolation",2,"Wan et al. 2002; Wan et al 2006"
"2338","Salehabad_virus","Rattus_norvegicus","wild","Antibodies",0,"Darwish et al. 1983"
"2339","Sendai_virus","Rattus_norvegicus","wild","Antibodies",0,"Easterbrook et al. 2008"
"2340","Seoul_virus","Rattus_norvegicus","wild","Isolation",2,"Wang et al. 2000"
"2341","Theilovirus","Rattus_norvegicus","wild","Isolation",2,"Easterbrook et al. 2008; Theiler 1934"
"2342","Venezuelan_equine_encephalitis_virus","Rattus_norvegicus","wild","Isolation",2,"Sudia & Newhouse 1975"
"2343","Wad_Medani_virus","Rattus_norvegicus","wild","Antibodies",0,"Darwish et al. 1983"
"2344","West_Nile_virus","Rattus_norvegicus","wild","Antibodies",0,"Gomez et al. 2008"
"2345","Whitewater_Arroyo_virus","Rattus_norvegicus","wild","Antibodies",0,"Bennett et al. 2000"
"2346","Andes_virus","Rattus_rattus","domestic","PCR",2,"Medina et al. 2009"
"2347","Barur_virus","Rattus_rattus","wild","Isolation",2,"CDC ArboCat"
"2348","Bunyamwera_virus","Rattus_rattus","wild","Isolation",2,"Monath et al. 1972; Henderson et al. 1972"
"2349","Crimean-Congo_hemorrhagic_fever_virus","Rattus_rattus","wild","Antibodies",0,"Darwish et al. 1983"
"2350","Dera_Ghazi_Khan_virus","Rattus_rattus","domestic","Antibodies",0,"Darwish et al. 1983"
"2351","Dhori_virus","Rattus_rattus","wild","Antibodies",0,"Darwish et al. 1983"
"2352","Encephalomyocarditis_virus","Rattus_rattus","domestic","Isolation",2,"Tesh & Wallace 1978"
"2353","Hepatitis_E_virus","Rattus_rattus","domestic","Antibodies",0,"Taylor et al. 2001; http://www.uniprot.org/uniprot/Q2A069"
"2354","Kilham_rat_virus","Rattus_rattus","wild and captive","Antibodies and Isolation",2,"Robey et al. 1968; Besselsen et al. 1995"
"2355","Kyasanur_Forest_disease_virus","Rattus_rattus","wild","Antibodies",0,"Webb et al. 1965"
"2356","Latino_virus","Rattus_rattus","wild","Isolation",2,"Gonzalez et al. 2007"
"2357","Murid_herpesvirus_2","Rattus_rattus","wild","PCR",2,"Lussier 1988; Ehlers et al. 2007"
"2358","Murine_pneumonia_virus","Rattus_rattus","domestic","PCR",2,"McInnes et al. 2011"
"2359","Patois_virus","Rattus_rattus","domestic","Antibodies",0,"Scherer et al. 1972"
"2360","Rift_Valley_fever_virus","Rattus_rattus","domestic","Isolation",2,"Imam et al. 1979"
"2361","Seoul_virus","Rattus_rattus","domestic","Isolation",2,"Wang et al. 2000"
"2362","St._Louis_encephalitis_virus","Rattus_rattus","domestic","Isolation",2,"Varelas-Wesley et al. 1982"
"2363","Theilovirus","Rattus_rattus","domestic","Isolation",2,"Ohsawaet al. 2003"
"2364","Thogoto_virus","Rattus_rattus","domestic","Antibodies",0,"Jones et al. 1987"
"2365","Venezuelan_equine_encephalitis_virus","Rattus_rattus","wild","Antibodies",0,"Sudia & Newhouse 1975"
"2366","Wad_Medani_virus","Rattus_rattus","wild","Antibodies",0,"Darwish et al. 1983"
"2367","West_Nile_virus","Rattus_rattus","wild","Antibodies",0,"Dietrich et al. 2005"
"2368","Whitewater_Arroyo_virus","Rattus_rattus","wild","Antibodies",0,"Bennett et al. 2000"
"2369","Seoul_virus","Rattus_tanezumi","wild","PCR",2,"Johansson P. et al. 2010"
"2370","Murid_herpesvirus_2","Rattus_tiomanicus","wild","PCR",2,"Ehlers et al. 2007"
"2371","Murid_herpesvirus_4","Rattus_tiomanicus","wild","PCR",2,"Ehlers et al. 2007"
"2372","Bluetongue_virus","Redunca_arundinum","wild","ELISA",0,"Anderson & Rowe 1998"
"2373","Bovine_herpesvirus_2","Redunca_arundinum","wild","Antibodies",0,"Hamblin & Hedger 1982"
"2374","Bovine_viral_diarrhea_virus_1","Redunca_arundinum","wild","SNT",1,"Hamblin & Hedger 1979"
"2375","Crimean-Congo_hemorrhagic_fever_virus","Redunca_arundinum","wild","Antibodies",0,"Shepherd et al. 1987"
"2376","Foot-and-mouth_disease_virus","Redunca_arundinum","wild","Antibodies",0,"Weaver et al. 2013"
"2377","Lumpy_skin_disease_virus","Redunca_arundinum","wild","Antibodies",0,"Hedger and Hamblin 1983"
"2378","Bluetongue_virus","Redunca_fulvorufula","wild","Antibodies",0,"Williams et al. 2001"
"2379","Crimean-Congo_hemorrhagic_fever_virus","Redunca_fulvorufula","wild","Antibodies",0,"Shepherd et al. 1987"
"2380","Bayou_virus","Reithrodontomys_fulvescens","wild","Antibodies",0,"Holsomback et al. 2009"
"2381","El_Moro_Canyon_virus","Reithrodontomys_megalotis","wild","PCR",2,"Torrez-Martinez 1995"
"2382","Sin_Nombre_virus","Reithrodontomys_megalotis","wild","Antibodies",0,"Torres-Perez 2010"
"2383","St._Louis_encephalitis_virus","Reithrodontomys_megalotis","wild","Antibodies",0,"Hardy et al. 1974"
"2384","Whitewater_Arroyo_virus","Reithrodontomys_megalotis","wild","Antibodies",0,"Bennett et al. 2000"
"2385","Rio_Segundo_virus","Reithrodontomys_mexicanus","wild","PCR",2,"Kariwa et al. 2012"
"2386","Crimean-Congo_hemorrhagic_fever_virus","Rhabdomys_pumilio","wild","Antibodies",0,"Shepherd et al. 1987"
"2387","Nipah_virus","Rhinolophus_affinis","wild","Antibodies",0,"Li et al. 2008"
"2388","Severe_acute_respiratory_syndrome-related_coronavirus","Rhinolophus_blasii","wild","PCR",2,"Drexler et al. 2010"
"2389","Lake_Victoria_marburgvirus","Rhinolophus_eloquens","wild","PCR",2,"Shi 2010; Swanepoel et al. 2007"
"2390","Mount_Elgon_bat_virus","Rhinolophus_eloquens","wild","Isolation",2,"Calisher et al. 2006"
"2391","Severe_acute_respiratory_syndrome-related_coronavirus","Rhinolophus_euryale","wild","PCR",2,"Drexler et al. 2010"
"2392","European_bat_lyssavirus_1","Rhinolophus_ferrumequinum","wild","PCR",2,"Serra-Cobo et al. 2002"
