Pan,MSW05_Order,MSW05_Genus,MSW05_Species,AnnualBP,X1.1_ActivityCycle,X5.1_AdultBodyMass_g,X8.1_AdultForearmLen_mm,X13.1_AdultHeadBodyLen_mm,X2.1_AgeatEyeOpening_d,X3.1_AgeatFirstBirth_d,X18.1_BasalMetRate_mLO2hr,X5.2_BasalMetRateMass_g,X6.1_DietBreadth,X9.1_GestationLen_d,X12.1_HabitatBreadth,X14.1_InterbirthInterval_d,X15.1_LitterSize,X16.1_LittersPerYear,X17.1_MaxLongevity_m,X5.3_NeonateBodyMass_g,X13.2_NeonateHeadBodyLen_mm,X21.1_PopulationDensity_n.km2,X10.1_PopulationGrpSize,X23.1_SexualMaturityAge_d,X10.2_SocialGrpSize,X12.2_Terrestriality,X6.2_TrophicLevel,X25.1_WeaningAge_d,X5.4_WeaningBodyMass_g,X13.3_WeaningHeadBodyLen_mm,X5.5_AdultBodyMass_g_EXT,X5.6_NeonateBodyMass_g_EXT,X26.1_GR_Area_km2,X26.2_GR_MaxLat_dd,X26.3_GR_MinLat_dd,X26.4_GR_MidRangeLat_dd,X26.5_GR_MaxLong_dd,X26.6_GR_MinLong_dd,X26.7_GR_MidRangeLong_dd,X27.1_HuPopDen_Min_n.km2,X27.2_HuPopDen_Mean_n.km2,X27.3_HuPopDen_5p_n.km2,X27.4_HuPopDen_Change,X28.1_Precip_Mean_mm,X28.2_Temp_Mean_01degC,X30.1_AET_Mean_mm,X30.2_PET_Mean_mm,Log10.mass_specific_production.,Diet.Inv,Diet.Vend,Diet.Vect,Diet.Vfish,Diet.Vunk,Diet.Scav,Diet.Fruit,Diet.Nect,Diet.Seed,Diet.PlantO,ForStrat.Value,Activity.Nocturnal,Activity.Crepuscular,Activity.Diurnal,BodyMass.Value,torp,mig,IUCN
Myotis_frater,Chiroptera,Myotis,frater,NA,NA,7.54,38.49,NA,NA,730,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,7.55,NA,NA,NA
Myotis_gomantongensis,Chiroptera,Myotis,gomantongensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.51090489,7.03,-4.18,1.42,119.26,108.83,114.05,1,3.3304172,3,0.18,260.63,244.88,1681.05,1712.73,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,7.74,NA,NA,NA
Myotis_goudoti,Chiroptera,Myotis,goudoti,NA,NA,5.56,39.48,95,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,12.65641844,-12.48,-25.2,-18.84,50.48,43.22,46.85,2,3.307985,3,0.19,130.33,223.89,1109.64,1615.19,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,5.56,NA,NA,NA
Myotis_grisescens,Chiroptera,Myotis,grisescens,NA,1,10.84,43.26,NA,NA,730,NA,NA,1,NA,1,NA,0.99,1,471.24,1.078409581,NA,NA,NA,530.44,NA,2,3,42.35,NA,NA,NA,NA,13.65856416,41.22,30.3,35.76,-79.67,-93.03,-86.35,3,3.770689829,7,0.05,94.64,147.3,882.26,956.69,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,10.54,3,2,NT
Myotis_hajastanicus,Chiroptera,Myotis,hajastanicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.893401118,40.85,39.94,40.39,45.95,44.75,45.35,23,4.648804223,23,0.01,36.37,40.04,520.31,796.85,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,7.74,NA,NA,NA
Myotis_hasseltii,Chiroptera,Myotis,hasseltii,NA,NA,8.7,38.49,NA,NA,NA,NA,NA,NA,NA,1,NA,0.99,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,14.69650884,24,-8.78,7.61,119.26,80.13,99.7,1,5.055034881,4,0.12,196.41,243.68,1388.28,1619.63,NA,90,0,0,10,0,0,0,0,0,0,A,1,0,0,8.75,NA,NA,NA
Myotis_hermani,Chiroptera,Myotis,hermani,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.846153655,5.9,5.76,5.83,95.37,95.21,95.29,96,4.574710979,96,-0.02,NA,NA,NA,NA,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,7.74,NA,NA,NA
Myotis_horsfieldii,Chiroptera,Myotis,horsfieldii,NA,NA,6.05,38.31,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,14.19205938,26.68,-8.96,8.85,125.15,72.82,98.99,1,5.336912884,4,0.13,193.27,245.85,1301.58,1633.73,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,6.26,NA,NA,NA
Myotis_hosonoi,Chiroptera,Myotis,hosonoi,NA,NA,NA,34.99,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,6.64,NA,7.066475503,39.93,35.38,37.66,141.84,137.89,139.86,93,6.175305782,93,0.01,113.42,70.12,763.88,804.72,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,7.74,NA,NA,NA
Myotis_ikonnikovi,Chiroptera,Myotis,ikonnikovi,NA,NA,NA,33.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,5.86,NA,14.33775932,57.22,33.42,45.32,145.82,79.15,112.48,0,4.421728002,1,0.03,44.95,5.44,375.42,587.49,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,5.62,NA,NA,NA
Myotis_insularum,Chiroptera,Myotis,insularum,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,6.11,NA,7.465741168,-13.43,-13.8,-13.61,-172.16,-172.79,-172.48,58,4.077537444,58,0.05,NA,NA,NA,NA,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,6.52,NA,NA,NA
Myotis_keaysi,Chiroptera,Myotis,keaysi,NA,NA,5.45,36.5,NA,NA,NA,NA,NA,NA,NA,1,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,14.98966653,23.81,-28.28,-2.23,-59.78,-100.01,-79.9,0,3.782825067,1,0.12,131.91,214.67,1226.6,1534.95,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,5.3,NA,NA,NA
Myotis_keenii,Chiroptera,Myotis,keenii,NA,NA,6.51,36.5,NA,NA,NA,NA,NA,NA,NA,1,NA,0.99,1,222,NA,NA,NA,NA,NA,NA,2,NA,38.93,NA,NA,NA,NA,12.89582753,57.51,46,51.75,-119.46,-131.08,-125.27,0,3.036874217,0,0.08,78.44,19.62,372.04,485.48,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,6.27,NA,NA,NA
Myotis_laniger,Chiroptera,Myotis,laniger,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.73252429,31.21,18.16,24.69,117.95,91.45,104.7,1,5.183355348,2,0.08,148.27,154.9,1078.23,1239.13,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,7.74,NA,NA,NA
Myotis_leibii,Chiroptera,Myotis,leibii,NA,NA,5.22,32.49,NA,NA,NA,NA,NA,NA,NA,1,NA,0.99,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,14.16959346,48.09,33.69,40.89,-66.95,-95.02,-80.99,0,4.495578509,1,0.04,84.65,107.68,736.61,812.13,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,5.13,3,1,LC
Myotis_levis,Chiroptera,Myotis,levis,NA,NA,5.49,38,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,14.93233671,-16.49,-41.16,-28.83,-44.41,-71.48,-57.95,0,3.549617387,0,0.07,78.24,154.51,820.74,1108.15,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,5.5,NA,NA,NA
Myotis_longipes,Chiroptera,Myotis,longipes,NA,NA,NA,35.99,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,7.2,NA,12.90438496,35.34,25.02,30.18,90.63,68.5,79.56,0,5.395217191,1,0.11,94.68,100.93,766.43,1141.24,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,7.25,NA,NA,NA
Myotis_lucifugus,Chiroptera,Myotis,lucifugus,NA,NA,7.8,37.76,52.7,0.5,730,9.29,6.5,1,59.79,1,NA,1,1,408,0.779324877,30,NA,10.53209621,280.6,NA,2,3,26,1.915450942,48.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.060224828,100,0,0,0,0,0,0,0,0,0,A,1,0,0,7.65,3,2,LC
Myotis_macrodactylus,Chiroptera,Myotis,macrodactylus,NA,NA,7.48,38.36,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,0.542324291,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,13.15637302,45.72,30.22,37.97,145.82,127.02,136.42,2,5.533745157,12,0.01,104.45,63.85,662.46,709.48,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,7.2,NA,NA,NA
Myotis_macropus,Chiroptera,Myotis,macropus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.58290059,-10.69,-39.13,-24.91,153.63,139.27,146.45,0,2.969388298,0,0.05,72.45,178.12,746.25,1280.63,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,7.74,NA,NA,NA
Myotis_macrotarsus,Chiroptera,Myotis,macrotarsus,NA,NA,12.64,47,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,12.37821659,18.65,4.44,11.54,126.6,117.17,121.88,19,5.356067272,29,0.11,202.61,241.04,1473.97,1733.49,NA,90,0,0,10,0,0,0,0,0,0,A,1,0,0,12.5,NA,NA,NA
Myotis_martiniquensis,Chiroptera,Myotis,martiniquensis,NA,NA,NA,36.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,7.49,NA,7.37084758,14.87,13.03,13.95,-59.42,-61.23,-60.32,289,6.025431097,289,0.04,NA,NA,NA,NA,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,5.9,NA,NA,NA
Myotis_melanorhinus,Chiroptera,Myotis,melanorhinus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.27355952,54.42,20.18,37.3,-97.77,-123.62,-110.7,0,2.88368277,0,0.09,31.6,98.2,414.2,920.09,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,7.74,NA,NA,NA
Myotis_moluccarum,Chiroptera,Myotis,moluccarum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.97764658,4.54,-18.27,-6.86,167.83,118.75,143.29,0,3.151453149,0,0.11,171.63,250.17,1222.31,1741.88,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,7.74,NA,NA,NA
Myotis_montivagus,Chiroptera,Myotis,montivagus,NA,NA,8.3,43,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,13.76075136,28.56,4.23,16.4,116.48,74.44,95.46,0,4.682779165,4,0.08,133.67,177.83,1086.03,1340.7,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,8.3,NA,NA,NA
Myotis_morrisi,Chiroptera,Myotis,morrisi,NA,NA,NA,45.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,14.09,NA,12.13880876,10.97,6.73,8.85,37.6,6.06,21.83,6,4.32267464,21,0.14,115.66,231.3,1030.89,1518.3,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,9.01,NA,NA,NA
Myotis_muricola,Chiroptera,Myotis,muricola,NA,NA,4.8,34.69,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,15.65174065,36.45,-10.32,13.06,128.34,69.25,98.8,0,5.232818384,4,0.1,162.57,195.77,1152.57,1414.46,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,4.09,NA,NA,NA
Myotis_myotis,Chiroptera,Myotis,myotis,NA,NA,25.59,63.9,72,NA,730,NA,NA,1,73,1,NA,1.5,1,264,1.791759469,37.54,NA,NA,399.6,NA,2,3,41.99,3.139832618,NA,NA,NA,15.13222725,58.87,36.01,47.44,34.16,-9.49,12.33,3,4.913830665,15,0.00512,58.21,91.02,504.81,658.57,0.131632953,100,0,0,0,0,0,0,0,0,0,S,1,0,0,24.79,3,2,LC
Myotis_mystacinus,Chiroptera,Myotis,mystacinus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,4.99,3,1,LC
Myotis_nattereri,Chiroptera,Myotis,nattereri,NA,NA,7.25,39.35,NA,NA,NA,NA,NA,1,NA,1,NA,0.99,1,180,NA,NA,NA,NA,NA,NA,2,3,60.41,NA,NA,NA,NA,15.38642697,61.85,30.25,46.05,68.43,-10.47,28.97,0,4.831109825,10,0.01,53.52,83.23,461.22,637.45,NA,100,0,0,0,0,0,0,0,0,0,S,1,0,0,7.14,3,1,LC
Myotis_nesopolus,Chiroptera,Myotis,nesopolus,NA,NA,3.56,31.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,10.88882774,12.46,9.71,11.08,-69.64,-72.89,-71.26,6,3.990094541,7,0.14,47.93,259.02,1181.14,1931.68,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,3.5,NA,NA,NA
Myotis_nigricans,Chiroptera,Myotis,nigricans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.49181825,24.12,-29.99,-2.93,-34.79,-100.44,-67.62,0,3.312001803,0,0.11,145.55,234.83,1263.31,1511.65,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,4.24,2,1,LC
Myotis_nipalensis,Chiroptera,Myotis,nipalensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,7.74,NA,NA,NA
Myotis_occultus,Chiroptera,Myotis,occultus,NA,NA,8.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,8.79,NA,NA,NA
Myotis_oreias,Chiroptera,Myotis,oreias,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,8.41,NA,6.324556076,1.47,1.25,1.36,104,103.63,103.82,185,7.335633982,185,0.08,197,270.5,NA,NA,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,8.31,NA,NA,NA
Myotis_oxygnathus,Chiroptera,Myotis,oxygnathus,NA,NA,21.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.72898964,50.8,33.35,42.08,70.58,-7.68,31.45,0,4.729156166,11,0.03,52.89,94.78,482.76,795.65,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,21.23,NA,NA,NA
Myotis_oxyotus,Chiroptera,Myotis,oxyotus,NA,NA,5.65,40,NA,NA,NA,NA,NA,NA,NA,1,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,14.70984462,12.46,-17.52,-2.53,-60.87,-85.3,-73.08,0,3.836221292,0,0.11,138.49,207.37,1248.86,1554.32,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,5.5,NA,NA,NA
Myotis_ozensis,Chiroptera,Myotis,ozensis,NA,NA,NA,33.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,5.86,NA,4.321612928,36.95,36.85,36.9,139.36,139.26,139.31,301,5.710427017,301,0.02,164,54,807,807,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,7.74,NA,NA,NA
Myotis_peninsularis,Chiroptera,Myotis,peninsularis,NA,NA,NA,38.99,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,9.05,NA,9.481594237,24.5,22.86,23.68,-109.39,-111.16,-110.28,10,2.585505848,10,0.1,17.63,205.82,NA,NA,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,7.26,NA,NA,NA
Myotis_pequinius,Chiroptera,Myotis,pequinius,NA,NA,NA,48.99,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,17.41,NA,12.5183309,41.45,30.94,36.2,122.7,114.55,118.62,44,6.274856179,101,0.04,54.68,114.57,692.59,873.25,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,9.52,NA,NA,NA
Myotis_planiceps,Chiroptera,Myotis,planiceps,NA,NA,NA,26.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2.99,NA,10.22570003,25.52,23.46,24.49,-100.34,-101.99,-101.17,2,2.770085592,2,0.06,20.79,159.37,528.78,992.22,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,5.36,NA,NA,NA
Myotis_pruinosus,Chiroptera,Myotis,pruinosus,NA,NA,NA,31.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4.91,NA,12.48573648,41.54,30.98,36.26,142.07,129.55,135.81,74,5.985421324,100,0.01,143.02,104.3,784.99,830.18,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,7.25,NA,NA,NA
Myotis_punicus,Chiroptera,Myotis,punicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.12957918,37.34,31.46,34.4,14.57,-8.85,2.86,3,4.957726661,5,0.1,34.26,154.18,394.64,1163.17,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,7.74,NA,NA,NA
Myotis_ridleyi,Chiroptera,Myotis,ridleyi,NA,NA,4.06,30,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,12.1229077,7.03,2.34,4.68,119.26,96.28,107.77,3,4.35092289,4,0.19,219.81,247.19,1665.88,1793.13,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,4.5,NA,NA,NA
Myotis_riparius,Chiroptera,Myotis,riparius,NA,NA,4.57,34.99,NA,NA,NA,NA,NA,1,NA,1,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,16.47389285,15.88,-34.94,-9.52,-34.79,-86.84,-60.81,0,3.240245851,0,0.11,146.96,233.61,1267.62,1501.42,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,5.55,NA,NA,NA
Myotis_rosseti,Chiroptera,Myotis,rosseti,NA,NA,3.29,29,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,11.79806929,15.61,11.7,13.66,104.53,99.82,102.18,5,5.013896637,10,0.07,141.17,262.85,1196.33,1714.53,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,3.29,NA,NA,NA
Myotis_ruber,Chiroptera,Myotis,ruber,NA,NA,4.99,40,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,14.37984733,-16.8,-29.88,-23.34,-39.69,-59.32,-49.5,0,4.197201948,2,0.07,123.94,206.06,1203.77,1328.84,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,5,NA,NA,NA
Myotis_schaubi,Chiroptera,Myotis,schaubi,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,11.99,NA,12.39292579,44.34,39.04,41.69,48.63,40.89,44.76,2,4.609958703,13,0.02,51.92,48.34,560.81,731.2,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,9.46,NA,NA,NA
Myotis_scotti,Chiroptera,Myotis,scotti,NA,NA,NA,38.49,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,8.72,NA,10.97323438,9.53,5.9,7.71,39.26,37.4,38.33,52,5.203072185,79,0.15,85.86,163.28,973.58,1269.25,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,6.86,NA,NA,NA
Myotis_septentrionalis,Chiroptera,Myotis,septentrionalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.41382825,61.43,32.31,46.87,-55.16,-124.81,-89.98,0,3.68210657,0,0.03,64.39,51.34,569.13,627.61,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,7.74,3,2,LC
Myotis_sicarius,Chiroptera,Myotis,sicarius,NA,NA,NA,51.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,20.09,NA,11.78505154,28.3,26.32,27.31,91.94,84.18,88.06,3,5.347678796,4,0.09,156.61,96.28,897.7,1182.27,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,17.43,NA,NA,NA
Myotis_siligorensis,Chiroptera,Myotis,siligorensis,NA,NA,2.93,32.99,NA,NA,NA,NA,NA,NA,NA,1,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,14.25665966,32.93,2.66,17.79,119.26,76.47,97.87,0,5.45835071,4,0.1,149.61,182.97,1097.96,1350.39,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,2.7,NA,NA,NA
Myotis_simus,Chiroptera,Myotis,simus,NA,NA,NA,37.5,NA,NA,NA,NA,NA,NA,NA,1,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,8.1,NA,15.43822696,2.94,-28.77,-12.91,-34.79,-78.39,-56.59,0,2.891482252,0,0.11,150.41,245.09,1288.89,1511.43,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,8.2,NA,NA,NA
Myotis_sodalis,Chiroptera,Myotis,sodalis,NA,2,7.15,38.49,47.43,NA,NA,NA,NA,1,NA,1,NA,0.99,1,240,1.510721939,NA,NA,NA,356.56,NA,2,3,46.07,NA,NA,NA,NA,14.26495559,45.3,30.81,38.05,-69.71,-97.6,-83.66,1,4.342375829,5,0.03,86.17,125.36,800.25,876.62,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,6.91,NA,NA,NA
Myotis_stalkeri,Chiroptera,Myotis,stalkeri,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,16.43,NA,6.335692346,0.04,-5.95,-2.95,132.8,129.27,131.04,5,2.249184316,5,0.02,NA,NA,NA,NA,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,9.05,NA,NA,NA
Myotis_thysanodes,Chiroptera,Myotis,thysanodes,NA,NA,8.49,43.39,52.39,1,NA,NA,NA,NA,53.55,1,NA,0.99,1,219.6,0.928219303,33.5,NA,NA,NA,NA,2,NA,22.69,1.843719208,47,NA,NA,15.04884265,51.86,16.46,34.16,-93.54,-124.56,-109.05,0,3.620332912,0,0.1,38.35,122.73,451.15,1056.14,-0.132555417,100,0,0,0,0,0,0,0,0,0,A,1,0,0,8.13,3,1,LC
Myotis_tricolor,Chiroptera,Myotis,tricolor,NA,NA,13.67,49.5,NA,NA,NA,NA,NA,NA,77.43,1,NA,0.99,1,NA,NA,NA,NA,NA,157.84,NA,2,NA,41.88,NA,NA,NA,NA,14.78787809,11.46,-34.83,-11.68,41.64,17.84,29.74,0,3.900355201,2,0.15,72.22,201.49,851.64,1403.67,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,13.94,NA,NA,NA
Myotis_velifer,Chiroptera,Myotis,velifer,NA,NA,9.82,41.99,NA,NA,NA,7.7,11.9,1,63.77,1,NA,0.99,1,135.96,1.128171091,NA,NA,8.160518247,420.91,NA,2,3,43,2.150598736,NA,NA,NA,14.35441199,40.31,13.9,27.11,-87.15,-113.7,-100.43,0,3.800644417,0,0.09,56.05,180.04,720.39,1255.64,-0.062483129,100,0,0,0,0,0,0,0,0,0,A,1,0,0,10.1,3,2,LC
Myotis_vivesi,Chiroptera,Myotis,vivesi,NA,NA,25.63,60.99,NA,NA,NA,35.75,25,1,NA,1,NA,0.99,NA,120,1.036736885,34.99,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,10.51390128,31.36,24.05,27.7,-110.12,-115.07,-112.6,1,2.270061901,1,0.1,13.39,198.81,339.23,1035.1,NA,80,0,0,20,0,0,0,0,0,0,G,1,0,0,25,NA,NA,NA
