Pan,MSW05_Order,MSW05_Genus,MSW05_Species,AnnualBP,X1.1_ActivityCycle,X5.1_AdultBodyMass_g,X8.1_AdultForearmLen_mm,X13.1_AdultHeadBodyLen_mm,X2.1_AgeatEyeOpening_d,X3.1_AgeatFirstBirth_d,X18.1_BasalMetRate_mLO2hr,X5.2_BasalMetRateMass_g,X6.1_DietBreadth,X9.1_GestationLen_d,X12.1_HabitatBreadth,X14.1_InterbirthInterval_d,X15.1_LitterSize,X16.1_LittersPerYear,X17.1_MaxLongevity_m,X5.3_NeonateBodyMass_g,X13.2_NeonateHeadBodyLen_mm,X21.1_PopulationDensity_n.km2,X10.1_PopulationGrpSize,X23.1_SexualMaturityAge_d,X10.2_SocialGrpSize,X12.2_Terrestriality,X6.2_TrophicLevel,X25.1_WeaningAge_d,X5.4_WeaningBodyMass_g,X13.3_WeaningHeadBodyLen_mm,X5.5_AdultBodyMass_g_EXT,X5.6_NeonateBodyMass_g_EXT,X26.1_GR_Area_km2,X26.2_GR_MaxLat_dd,X26.3_GR_MinLat_dd,X26.4_GR_MidRangeLat_dd,X26.5_GR_MaxLong_dd,X26.6_GR_MinLong_dd,X26.7_GR_MidRangeLong_dd,X27.1_HuPopDen_Min_n.km2,X27.2_HuPopDen_Mean_n.km2,X27.3_HuPopDen_5p_n.km2,X27.4_HuPopDen_Change,X28.1_Precip_Mean_mm,X28.2_Temp_Mean_01degC,X30.1_AET_Mean_mm,X30.2_PET_Mean_mm,Log10.mass_specific_production.,Diet.Inv,Diet.Vend,Diet.Vect,Diet.Vfish,Diet.Vunk,Diet.Scav,Diet.Fruit,Diet.Nect,Diet.Seed,Diet.PlantO,ForStrat.Value,Activity.Nocturnal,Activity.Crepuscular,Activity.Diurnal,BodyMass.Value,torp,mig,IUCN
Acerodon_mackloti,Chiroptera,Acerodon,mackloti,NA,NA,467.93,145.5,NA,NA,NA,NA,NA,1,NA,1,NA,0.98,NA,NA,NA,NA,NA,5.991464547,NA,NA,2,1,NA,NA,NA,NA,NA,11.22219769,-8.06,-10.37,-9.22,127.3,115.83,121.57,23,4.682871694,23,0.08,204.54,243.2,NA,NA,NA,0,0,0,0,0,0,100,0,0,0,Ar,1,0,0,470.33,NA,NA,NA
Aethalops_aequalis,Chiroptera,Aethalops,aequalis,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.8,NA,9.936352534,6.4,3.81,5.11,117.13,115.04,116.08,3,3.305420426,3,0.25,270.73,225.8,1794.08,1862.13,NA,0,0,0,0,0,0,50,50,0,0,Ar,1,0,0,15,NA,NA,NA
Aethalops_alecto,Chiroptera,Aethalops,alecto,NA,NA,15,46.49,NA,NA,NA,NA,NA,NA,NA,1,NA,0.99,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,11.61652492,5.16,-8.96,-1.89,116.73,99.87,108.3,12,5.646577001,17,0.11,250.35,242.64,1724.94,1820.8,NA,0,0,0,0,0,0,70,30,0,0,Ar,1,0,0,15,NA,NA,NA
Alionycteris_paucidentata,Chiroptera,Alionycteris,paucidentata,NA,NA,16.24,44.61,63.8,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,5.131672289,7.92,7.79,7.86,124.51,124.38,124.45,110,4.983606622,110,0.06,187,200,1589.5,1723.5,NA,0,0,0,0,0,0,100,0,0,0,Ar,1,0,0,16.15,NA,NA,NA
Ametrida_centurio,Chiroptera,Ametrida,centurio,NA,NA,10.61,29,NA,NA,NA,NA,NA,1,NA,1,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,15.33660871,12.19,-16.56,-2.18,-46.31,-71.54,-58.93,0,2.385086315,0,0.13,159.06,250.29,1385.28,1616.68,NA,0,0,0,0,0,0,100,0,0,0,Ar,1,0,0,10.33,NA,NA,NA
Amorphochilus_schnablii,Chiroptera,Amorphochilus,schnablii,NA,NA,NA,35.99,NA,NA,NA,NA,NA,1,NA,1,NA,0.99,1,NA,NA,7.5,NA,NA,NA,NA,2,3,NA,NA,NA,7.2,0.06,12.98867348,-0.56,-21.74,-11.15,-68.67,-81.35,-75.01,0,4.118549251,0,0.07,34.8,102.52,513.18,1285.52,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,3.3,NA,NA,NA
Anoura_caudifer,Chiroptera,Anoura,caudifer,NA,NA,10.81,36.25,58.32,NA,NA,35.07,11.5,3,107.97,1,NA,0.99,NA,NA,0.760805829,20.89,NA,2.014903021,NA,NA,2,2,NA,NA,NA,NA,NA,15.98519257,12.46,-28.72,-8.12,-37.43,-79.94,-58.68,0,3.340739413,0,0.11,150.88,230.85,1319.22,1527.5,NA,30,0,0,0,0,0,30,40,0,0,Ar,1,0,0,10.81,NA,NA,NA
Anoura_cultrata,Chiroptera,Anoura,cultrata,NA,NA,17.39,42.8,NA,NA,NA,NA,NA,3,NA,1,NA,1.22,NA,NA,1.294727168,37.05,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,14.44312658,12.46,-15.86,-1.7,-63.79,-84.98,-74.38,0,3.755836922,1,0.13,164.27,232.11,1355.35,1560.16,NA,30,0,0,0,0,0,30,40,0,0,Ar,1,0,0,16.85,NA,NA,NA
Anoura_geoffroyi,Chiroptera,Anoura,geoffroyi,NA,NA,15.15,42.66,NA,NA,NA,NA,NA,3,125.14,1,NA,0.99,1,120,1.60743591,NA,NA,NA,NA,NA,2,2,62.5,2.109000344,NA,NA,NA,15.97092502,25.97,-25.46,0.25,-34.79,-108.83,-71.81,0,3.827771453,0,0.1,128.98,221.14,1191.28,1510.91,-0.268850227,30,0,0,0,0,0,30,40,0,0,Ar,1,0,0,14.62,1,1,LC
Anoura_latidens,Chiroptera,Anoura,latidens,NA,NA,15.06,43,NA,NA,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,13.0171894,12.2,6.99,9.59,-60.78,-72.77,-66.77,0,4.11968737,1,0.13,102.16,254.58,1303.89,1742.17,NA,30,0,0,0,0,0,30,40,0,0,Ar,1,0,0,14.65,NA,NA,NA
Anoura_luismanueli,Chiroptera,Anoura,luismanueli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.08903806,9.96,7.74,8.85,-69.33,-72.31,-70.82,8,4.176078147,8,0.09,115.45,221.72,1354.33,1644.07,NA,30,0,0,0,0,0,30,40,0,0,Ar,1,0,0,14.05,NA,NA,NA
Anthops_ornatus,Chiroptera,Anthops,ornatus,NA,NA,NA,49.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,17.94,NA,9.64046297,-6.08,-9.94,-8.01,160.83,155.23,158.03,13,2.722610352,13,0.16,189.75,262.79,NA,NA,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,8,NA,NA,NA
Antrozous_pallidus,Chiroptera,Antrozous,pallidus,NA,NA,22.24,54.53,NA,6.25,NA,18.7,22,2,59.01,1,NA,1.78,NA,109.2,1.128171091,NA,NA,4.094344562,NA,NA,2,3,61.1,2.577181926,NA,NA,NA,15.2574247,50.09,18.99,34.54,-74.13,-124.56,-99.34,0,3.432696049,0,0.09,36.48,136.23,460.29,1072.88,NA,80,0,20,0,0,0,0,0,0,0,G,1,0,0,20.8,2,1,LC
Aproteles_bulmerae,Chiroptera,Aproteles,bulmerae,NA,NA,623.91,166.24,245.47,NA,NA,NA,NA,2,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,11.10741541,-4.66,-6.94,-5.8,145.87,140.28,143.07,1,2.758743315,1,0.17,354.23,171.17,1655.43,1662.62,NA,0,0,0,0,0,0,80,20,0,0,Ar,1,0,0,600,NA,NA,NA
Ardops_nichollsi,Chiroptera,Ardops,nichollsi,NA,NA,19.23,48.56,NA,NA,NA,NA,NA,1,NA,1,NA,0.99,2,NA,0.924258902,36.29,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,8.410545181,17.53,13.11,15.32,-60.81,-63,-61.9,0,5.37745197,0,0.04,NA,NA,NA,NA,NA,0,0,0,0,0,0,100,0,0,0,Ar,1,0,0,17.16,NA,NA,NA
Arielulus_aureocollaris,Chiroptera,Arielulus,aureocollaris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.47443747,20.28,19.84,20.06,99.34,98.9,99.12,6,3.258481079,6,0.07,129.49,206.51,1097.75,1556.27,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,10.4,NA,NA,NA
Arielulus_circumdatus,Chiroptera,Arielulus,circumdatus,NA,NA,10.4,40.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,13.08991469,28.35,-7.35,10.49,108.23,87.07,97.65,1,5.135327738,2,0.08,166.35,159.27,1086.79,1289.73,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,10.4,NA,NA,NA
Arielulus_cuprosus,Chiroptera,Arielulus,cuprosus,NA,NA,NA,35.49,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,6.91,NA,3.265377659,5.9,5.85,5.88,117.96,117.91,117.94,58,4.077537444,58,0.28,265,267,1738,1749,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,10.4,NA,NA,NA
Arielulus_societatis,Chiroptera,Arielulus,societatis,NA,NA,NA,38.49,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,8.72,NA,8.879643625,5.35,3.93,4.64,101.91,101.28,101.59,7,4.077706921,7,0.08,203.61,242.25,1656.57,1759.97,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,8.03,NA,NA,NA
Arielulus_torquatus,Chiroptera,Arielulus,torquatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.49313304,25.29,21.9,23.6,122,120.04,121.02,70,6.518557143,73,0.03,160.5,165.8,NA,NA,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,10.4,NA,NA,NA
Ariteus_flavescens,Chiroptera,Ariteus,flavescens,NA,NA,NA,40.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,10.09,NA,9.085097959,18.52,17.92,18.22,-65.59,-67.26,-66.42,189,5.812577087,189,0.05,104.75,240,NA,NA,NA,40,0,0,0,0,0,60,0,0,0,Ar,1,0,0,11.9,NA,NA,NA
Artibeus_amplus,Chiroptera,Artibeus,amplus,NA,NA,61.04,70.5,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,13.46551743,9.23,1.31,5.27,-58.32,-73.61,-65.96,0,2.043814364,0,0.18,160.88,241.38,1483.43,1664.94,NA,10,0,0,0,0,0,80,10,0,0,Ar,1,0,0,60,NA,NA,NA
Artibeus_anderseni,Chiroptera,Artibeus,anderseni,NA,NA,NA,35.49,NA,NA,NA,NA,NA,1,NA,1,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,6.91,NA,15.02829588,0.71,-18.71,-9,-58.59,-77.93,-68.26,0,1.660131027,0,0.15,178.8,240.02,1384.93,1521.56,NA,10,0,0,0,0,0,80,10,0,0,Ar,1,0,0,138,NA,NA,NA
Artibeus_aztecus,Chiroptera,Artibeus,aztecus,NA,NA,20.81,44.36,NA,NA,NA,NA,NA,1,NA,1,NA,0.99,2,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,13.25824422,24.48,8.35,16.41,-82.71,-106.78,-94.74,4,4.499698553,9,0.09,99.95,204.17,999.1,1524.63,NA,10,0,0,0,0,0,80,10,0,0,Ar,1,0,0,20.38,NA,NA,NA
Artibeus_cinereus,Chiroptera,Artibeus,cinereus,NA,NA,12.7,38.99,NA,NA,NA,NA,NA,1,NA,1,NA,0.99,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,14.42260743,12.23,-1.38,5.42,-49.88,-71.58,-60.73,0,3.02916705,0,0.13,150.84,250.38,1445.86,1710.31,NA,10,0,0,0,0,0,80,10,0,0,Ar,1,0,0,12.63,NA,NA,NA
Artibeus_concolor,Chiroptera,Artibeus,concolor,NA,NA,19.65,47.34,NA,NA,NA,32.89,19.7,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,15.6832105,10.01,-13.01,-1.5,-34.79,-75.23,-55.01,0,2.593013391,0,0.1,168.66,251.8,1374.77,1592.68,NA,10,0,0,0,0,0,80,10,0,0,Ar,1,0,0,19.35,NA,NA,NA
Artibeus_fimbriatus,Chiroptera,Artibeus,fimbriatus,NA,NA,63.89,NA,NA,NA,NA,77.95,63.9,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,13.99383425,-18.73,-28.22,-23.48,-41.76,-59.24,-50.5,0,4.33846652,1,0.07,125.63,208.92,1233.51,1315.75,NA,10,0,0,0,0,0,80,10,0,0,Ar,1,0,0,63.9,NA,NA,NA
Artibeus_fraterculus,Chiroptera,Artibeus,fraterculus,NA,NA,NA,56,NA,NA,NA,NA,NA,1,NA,1,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,25.54,NA,12.72635263,1.08,-13.73,-6.32,-75.69,-81.35,-78.52,0,4.418238017,6,0.1,67.93,165.07,790.26,1396.68,NA,10,0,0,0,0,0,80,10,0,0,Ar,1,0,0,36,NA,NA,NA
Artibeus_glaucus,Chiroptera,Artibeus,glaucus,NA,NA,12.31,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,16.18671606,8.96,-24.02,-7.53,-34.79,-81.35,-58.07,0,3.114403803,0,0.12,153.88,239.21,1289.11,1536.25,NA,10,0,0,0,0,0,80,10,0,0,Ar,1,0,0,11.06,NA,NA,NA
Artibeus_gnomus,Chiroptera,Artibeus,gnomus,NA,NA,10.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.91791848,12.46,-15.28,-1.41,-34.79,-80.09,-57.44,0,2.951780386,0,0.12,163.49,243.19,1305.44,1538.58,NA,10,0,0,0,0,0,80,10,0,0,Ar,1,0,0,10.06,NA,NA,NA
Artibeus_hirsutus,Chiroptera,Artibeus,hirsutus,NA,NA,40.42,55.88,NA,NA,NA,NA,NA,1,NA,1,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,12.6093085,28.69,16.65,22.67,-98.39,-110.11,-104.25,1,4.426521875,4,0.08,68.43,203.79,805.02,1474.59,NA,10,0,0,0,0,0,80,10,0,0,Ar,1,0,0,38.73,NA,NA,NA
Artibeus_incomitatus,Chiroptera,Artibeus,incomitatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.488399584,9.1,9.09,9.09,-81.54,-81.56,-81.55,7,2.079441542,7,-0.22,NA,NA,NA,NA,NA,10,0,0,0,0,0,80,10,0,0,Ar,1,0,0,26.52,NA,NA,NA
Artibeus_inopinatus,Chiroptera,Artibeus,inopinatus,NA,NA,NA,50.49,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,18.99,NA,10.79324456,14.03,11.26,12.64,-85.42,-90.08,-87.75,27,4.942213688,44,0.13,134.62,230.02,1066.46,1677.08,NA,10,0,0,0,0,0,80,10,0,0,Ar,1,0,0,29.3,NA,NA,NA
Artibeus_jamaicensis,Chiroptera,Artibeus,jamaicensis,NA,NA,43.63,60.34,78.3,0,NA,56.5,45.2,4,138.7,1,NA,1,2,120,2.3580198,40.72,NA,6.907755279,333.22,NA,2,2,NA,NA,NA,NA,NA,16.4776966,26.12,-25.53,0.29,-34.79,-108.79,-71.79,0,3.526948587,0,0.11,147.19,237.53,1278.5,1531.97,NA,10,0,0,0,0,0,80,10,0,0,Ar,1,0,0,42.17,1,1,LC
Artibeus_lituratus,Chiroptera,Artibeus,lituratus,NA,1,59.3,70.33,95.35,0,NA,84.82,70.1,1,106.45,1,220,1,2,NA,2.186051277,58,NA,NA,NA,NA,2,1,NA,3.520164901,NA,NA,NA,16.47403367,22.11,-29.57,-3.73,-34.79,-98.34,-66.56,0,3.359680701,0,0.11,148.64,235.91,1281.41,1521.14,0.056763494,10,0,0,0,0,0,80,10,0,0,Ar,1,0,0,60.54,1,1,LC
Artibeus_obscurus,Chiroptera,Artibeus,obscurus,NA,NA,35.91,NA,NA,NA,NA,NA,NA,1,NA,1,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,16.23327602,8.79,-26.5,-8.85,-34.79,-78.17,-56.48,0,3.031099417,0,0.11,154.26,240.14,1302.96,1531.52,NA,10,0,0,0,0,0,80,10,0,0,Ar,1,0,0,35.2,NA,NA,NA
Artibeus_phaeotis,Chiroptera,Artibeus,phaeotis,NA,NA,11.69,38.55,55.5,NA,NA,NA,NA,3,NA,1,NA,0.99,2,NA,0.924258902,37.54,NA,NA,NA,NA,2,2,NA,2.026831591,NA,NA,NA,13.96108369,24.53,-2.73,10.89,-75.6,-107.37,-91.49,1,3.963856154,3,0.13,162.28,228.79,1246.06,1593.77,0.109092455,10,0,0,0,0,0,80,10,0,0,Ar,1,0,0,11.59,NA,NA,NA
Artibeus_toltecus,Chiroptera,Artibeus,toltecus,NA,NA,15.47,39.5,NA,NA,NA,NA,NA,1,NA,1,NA,0.99,2,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,13.85381035,26.74,1.03,13.89,-76.09,-109.43,-92.76,2,4.231203745,5,0.09,138.84,215.72,1112.27,1568.62,NA,10,0,0,0,0,0,80,10,0,0,Ar,1,0,0,15.4,NA,NA,NA
Artibeus_watsoni,Chiroptera,Artibeus,watsoni,NA,NA,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.93835662,19.12,7.2,13.16,-77.19,-95.55,-86.37,2,3.632573618,3,0.15,185.4,242.27,1374.71,1643.46,NA,10,0,0,0,0,0,80,10,0,0,Ar,1,0,0,11.2,NA,NA,NA
Asellia_patrizii,Chiroptera,Asellia,patrizii,NA,NA,NA,38.49,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,8.72,NA,11.79743636,17.18,8.75,12.97,44.12,39.68,41.9,4,3.990649326,5,0.14,37.13,255.16,498.01,1672.63,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,14.1,NA,NA,NA
Asellia_tridens,Chiroptera,Asellia,tridens,NA,NA,12.94,51.33,56,NA,NA,NA,NA,1,66.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,16.42220119,36.8,-1.56,17.61,68.42,-17.1,25.65,0,2.977568303,0,0.11,9.2,236.45,151.4,1341.63,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,11.93,NA,NA,NA
Aselliscus_stoliczkanus,Chiroptera,Aselliscus,stoliczkanus,NA,NA,6.09,41.49,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,14.15165338,28.75,2.08,15.42,114.6,96.12,105.36,5,5.127529046,12,0.08,139.23,195.97,1102.58,1327.28,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,4.9,NA,NA,NA
Aselliscus_tricuspidatus,Chiroptera,Aselliscus,tricuspidatus,NA,NA,4.08,40.5,NA,NA,NA,NA,NA,1,NA,1,NA,0.99,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,12.61472347,2.64,-16.59,-6.97,167.83,125.99,146.91,1,2.785011242,2,0.1,292.15,234.1,1666.66,1682.57,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,4.1,NA,NA,NA
Balantiopteryx_infusca,Chiroptera,Balantiopteryx,infusca,NA,1,NA,38.99,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,9.05,NA,11.13899623,1.43,-2.73,-0.64,-78.29,-80.97,-79.63,0,4.434144589,9,0.11,121.57,242.2,1124.51,1461.07,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,4.38,NA,NA,NA
Balantiopteryx_io,Chiroptera,Balantiopteryx,io,NA,1,3.97,37,40.2,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,-0.527632742,25.02,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,12.26320511,18.8,15,16.9,-88.21,-96.39,-92.3,3,3.72062034,4,0.13,144.32,239.45,1366.65,1623.94,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,4.3,NA,NA,NA
Balantiopteryx_plicata,Chiroptera,Balantiopteryx,plicata,NA,1,6.57,42.23,NA,NA,365,NA,NA,1,138.81,1,NA,0.99,1,NA,0.693147181,NA,NA,4.722953222,NA,NA,2,3,58.59,NA,NA,NA,NA,13.64347286,27.13,9.36,18.24,-71.82,-110.03,-90.93,3,4.490768926,8,0.09,106.96,216.78,1061.85,1571.82,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,6.39,NA,NA,NA
Balionycteris_maculata,Chiroptera,Balionycteris,maculata,NA,NA,14.43,40.96,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,13.67646498,7.09,-5.94,0.57,119.26,95.18,107.22,1,4.511189123,4,0.14,244.15,249.46,1690.56,1755.34,NA,0,0,0,0,0,0,80,20,0,0,Ar,1,0,0,13.36,NA,NA,NA
Barbastella_barbastellus,Chiroptera,Barbastella,barbastellus,NA,NA,8.31,38.49,NA,NA,NA,NA,NA,1,NA,1,NA,1.73,1,252,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,15.17257792,60.57,27.99,44.28,49.43,-17.33,16.05,3,4.867995882,16,0.00949,57.71,84.24,498.71,630.2,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,8.03,3,1,NT
Barbastella_leucomelas,Chiroptera,Barbastella,leucomelas,NA,NA,15.05,41.49,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,15.09919521,45.52,15.46,30.49,145.82,33.91,89.86,0,4.971478579,1,0.08,84.55,82.03,630.25,997.18,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,15.05,NA,NA,NA
Bauerus_dubiaquercus,Chiroptera,Bauerus,dubiaquercus,NA,NA,22.22,53.29,NA,NA,NA,NA,NA,1,NA,1,NA,1.71,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,12.59480423,21.5,11.17,16.34,-83.15,-106.52,-94.83,2,3.483698603,3,0.18,171.52,241.32,1396.07,1619.64,NA,80,0,20,0,0,0,0,0,0,0,A,1,0,0,22.22,NA,NA,NA
Brachyphylla_cavernarum,Chiroptera,Brachyphylla,cavernarum,NA,NA,45.5,66.21,81.26,NA,NA,NA,NA,3,NA,1,NA,1,1.5,NA,NA,NA,NA,NA,NA,NA,2,2,73.44,NA,NA,NA,NA,9.592252268,18.52,13.03,15.78,-59.42,-67.26,-63.34,0,5.815264217,8,0.04,104.75,240,NA,NA,NA,10,0,0,0,0,0,70,10,0,10,Ar,1,0,0,46.17,NA,NA,NA
Brachyphylla_nana,Chiroptera,Brachyphylla,nana,NA,NA,37.25,58.26,84.19,NA,NA,NA,NA,NA,NA,1,NA,0.98,NA,NA,2.59076704,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,12.12415111,23.19,17.6,20.39,-68.31,-84.95,-76.63,2,4.984770328,23,0.04,103.98,246.61,1361.58,1646.11,NA,10,0,0,0,0,0,70,10,0,10,Ar,1,0,0,35.83,NA,NA,NA
Cardioderma_cor,Chiroptera,Cardioderma,cor,NA,NA,26.45,54,NA,NA,NA,NA,NA,2,92.54,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,2,3,55.8,NA,NA,NA,NA,14.87758355,18,-10.53,3.73,51.41,31.39,41.4,0,3.709906821,2,0.11,55.07,232.39,704.56,1613.35,NA,100,0,0,0,0,0,0,0,0,0,G,1,0,0,27.84,NA,NA,NA
Carollia_brevicauda,Chiroptera,Carollia,brevicauda,NA,NA,14.85,40.26,NA,NA,NA,NA,NA,1,NA,1,NA,0.98,NA,NA,NA,NA,NA,6.907755279,NA,NA,2,1,NA,NA,NA,NA,NA,16.26788921,23.25,-23.05,0.09,-34.79,-100.12,-67.45,0,3.283914221,0,0.12,155.22,240.49,1310.39,1560.88,NA,0,0,0,0,0,0,100,0,0,0,Ar,1,0,0,14.4,NA,NA,NA
Carollia_castanea,Chiroptera,Carollia,castanea,NA,NA,13.1,36.2,NA,NA,NA,NA,NA,1,NA,1,NA,0.99,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,15.40095489,16.02,-18.71,-1.34,-51.64,-88.14,-69.89,0,3.228033763,0,0.12,171.15,236.15,1395.44,1587.12,NA,0,0,0,0,0,0,100,0,0,0,Ar,1,0,0,13.27,NA,NA,NA
Carollia_colombiana,Chiroptera,Carollia,colombiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.976909129,6.5,6.3,6.4,-75.15,-75.36,-75.25,35,4.483228515,35,0.08,117.99,172,1515.98,1514.99,NA,0,0,0,0,0,0,100,0,0,0,Ar,1,0,0,15.47,NA,NA,NA
Carollia_perspicillata,Chiroptera,Carollia,perspicillata,NA,1,19.23,42.45,59.99,0,410.62,31.43,14.9,3,114.6,1,159,1,2,148.8,1.587192303,17.39,NA,4.007333185,298.14,NA,2,2,35.63,2.504709277,NA,NA,NA,16.46159539,21.62,-29.91,-4.14,-34.79,-98.21,-66.5,0,3.305053521,0,0.11,149.5,236.85,1288.14,1519.79,0.104832129,0,0,0,0,0,0,100,0,0,0,Ar,1,0,0,18,1,1,LC
Carollia_sowelli,Chiroptera,Carollia,sowelli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,100,0,0,0,Ar,1,0,0,16.5,NA,NA,NA
