origin,host_class,host_order,host_family,host_genus,host_species,virus_genus
HP3,Mammalia,Artiodactyla,Bovidae,Bos,Bos frontalis,Rhadinovirus
HP3,Mammalia,Artiodactyla,Bovidae,Bos,Bos javanicus,Rhadinovirus
HP3,Mammalia,Artiodactyla,Bovidae,Bubalus,Bubalus bubalis,Rhadinovirus
HP3,Mammalia,Artiodactyla,Cervidae,Rusa,Rusa timorensis,Rhadinovirus
HP3,Mammalia,Artiodactyla,Cervidae,Odocoileus,Odocoileus hemionus,Rhadinovirus
HP3,Mammalia,Artiodactyla,Bovidae,Oryx,Oryx gazella,Rhadinovirus
HP3,Mammalia,Artiodactyla,Bovidae,Ovibos,Ovibos moschatus,Rhadinovirus
HP3,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis dalli,Rhadinovirus
HP3,Mammalia,Artiodactyla,Cervidae,Rangifer,Rangifer tarandus,Rhadinovirus
HP3,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Rhadinovirus
HP3,Mammalia,Primates,Cebidae,Saimiri,Saimiri sciureus,Rhadinovirus
HP3,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Roseolovirus
HP3,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,Rotavirus
HP3,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Rotavirus
HP3,Mammalia,Carnivora,Canidae,Nyctereutes,Nyctereutes procyonoides,Rotavirus
HP3,Mammalia,Carnivora,Viverridae,Paguma,Paguma larvata,Rotavirus
HP3,Mammalia,Primates,Hominidae,Pongo,Pongo pygmaeus,Rotavirus
HP3,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Rotavirus
HP3,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis aries,Rotavirus
HP3,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Rubivirus
HP3,Mammalia,Carnivora,Mustelidae,Neovison,Neovison vison,Sapovirus
HP3,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Sapovirus
HP3,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Sapovirus
HP3,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,Seadornavirus
HP3,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Seadornavirus
HP3,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Seadornavirus
HP3,Mammalia,Primates,Atelidae,Ateles,Ateles geoffroyi,Simplexvirus
HP3,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,Simplexvirus
HP3,Mammalia,Artiodactyla,Cervidae,Capreolus,Capreolus capreolus,Simplexvirus
HP3,Mammalia,Artiodactyla,Cervidae,Cervus,Cervus elaphus,Simplexvirus
HP3,Mammalia,Artiodactyla,Cervidae,Dama,Dama dama,Simplexvirus
HP3,Mammalia,Proboscidea,Elephantidae,Elephas,Elephas maximus,Simplexvirus
HP3,Mammalia,Artiodactyla,Bovidae,Kobus,Kobus ellipsiprymnus,Simplexvirus
HP3,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis aries,Simplexvirus
HP3,Mammalia,Artiodactyla,Bovidae,Redunca,Redunca arundinum,Simplexvirus
HP3,Mammalia,Artiodactyla,Bovidae,Rupicapra,Rupicapra rupicapra,Simplexvirus
HP3,Mammalia,Artiodactyla,Bovidae,Syncerus,Syncerus caffer,Simplexvirus
HP3,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Simplexvirus
HP3,Mammalia,Primates,Cercopithecidae,Macaca,Macaca arctoides,Simplexvirus
HP3,Mammalia,Primates,Cercopithecidae,Macaca,Macaca cyclopis,Simplexvirus
HP3,Mammalia,Primates,Cercopithecidae,Macaca,Macaca fascicularis,Simplexvirus
HP3,Mammalia,Primates,Cercopithecidae,Macaca,Macaca fuscata,Simplexvirus
HP3,Mammalia,Primates,Cercopithecidae,Macaca,Macaca mulatta,Simplexvirus
HP3,Mammalia,Primates,Cercopithecidae,Macaca,Macaca nemestrina,Simplexvirus
HP3,Mammalia,Primates,Cercopithecidae,Macaca,Macaca radiata,Simplexvirus
HP3,Mammalia,Primates,Cercopithecidae,Papio,Papio hamadryas,Simplexvirus
HP3,Mammalia,Primates,Cercopithecidae,Papio,Papio anubis,Simplexvirus
HP3,Mammalia,Primates,Cercopithecidae,Papio,Papio cynocephalus,Simplexvirus
HP3,Mammalia,Primates,Cercopithecidae,Papio,Papio ursinus,Simplexvirus
HP3,Mammalia,Primates,Cercopithecidae,Chlorocebus,Chlorocebus sabaeus,Simplexvirus
HP3,Mammalia,Primates,Callitrichidae,Callithrix,Callithrix jacchus,Simplexvirus
HP3,Mammalia,Primates,Hominidae,Gorilla,Gorilla beringei,Simplexvirus
HP3,Mammalia,Primates,Hominidae,Gorilla,Gorilla gorilla,Simplexvirus
HP3,Mammalia,Primates,Hominidae,Pan,Pan troglodytes,Simplexvirus
HP3,Mammalia,Primates,Hominidae,Pongo,Pongo pygmaeus,Simplexvirus
HP3,Mammalia,Diprotodontia,Macropodidae,Macropus,Macropus giganteus,Simplexvirus
HP3,Mammalia,Diprotodontia,Macropodidae,Macropus,Macropus parma,Simplexvirus
HP3,Mammalia,Diprotodontia,Macropodidae,Dorcopsis,Dorcopsis muelleri,Simplexvirus
HP3,Mammalia,Primates,Cebidae,Saimiri,Saimiri sciureus,Simplexvirus
HP3,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Suipoxvirus
HP3,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Teschovirus
HP3,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Thogotovirus
HP3,Mammalia,Rodentia,Muridae,Meriones,Meriones hurrianae,Thogotovirus
HP3,Mammalia,Rodentia,Muridae,Rattus,Rattus rattus,Thogotovirus
HP3,Mammalia,Rodentia,Muridae,Tatera,Tatera indica,Thogotovirus
HP3,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,Thogotovirus
HP3,Mammalia,Artiodactyla,Camelidae,Camelus,Camelus dromedarius,Thogotovirus
HP3,Mammalia,Perissodactyla,Equidae,Equus,Equus asinus,Thogotovirus
HP3,Mammalia,Carnivora,Herpestidae,Mungos,Mungos mungo,Thogotovirus
HP3,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis aries,Thogotovirus
HP3,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,Torovirus
Genbank,Mammalia,Perissodactyla,Equidae,Equus,Equus caballus,Torovirus
HP3,Mammalia,Perissodactyla,Equidae,Equus,Equus caballus,Torovirus
HP3,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Torovirus
HP3,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Torovirus
Genbank,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,Torovirus
Genbank,Reptilia,Squamata,Colubridae,Euprepiophis,Euprepiophis mandarinus,Torovirus
Genbank,Mammalia,Artiodactyla,Bovidae,Capra,Capra hircus,Torovirus
HP3,Mammalia,Artiodactyla,Cervidae,Alces,Alces alces,Varicellovirus
HP3,Mammalia,Artiodactyla,Bovidae,Ammotragus,Ammotragus lervia,Varicellovirus
HP3,Mammalia,Artiodactyla,Bovidae,Bison,Bison bonasus,Varicellovirus
HP3,Mammalia,Artiodactyla,Bovidae,Bos,Bos grunniens,Varicellovirus
HP3,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,Varicellovirus
HP3,Mammalia,Artiodactyla,Bovidae,Capra,Capra hircus,Varicellovirus
HP3,Mammalia,Artiodactyla,Bovidae,Capra,Capra ibex,Varicellovirus
HP3,Mammalia,Artiodactyla,Cervidae,Capreolus,Capreolus capreolus,Varicellovirus
HP3,Mammalia,Artiodactyla,Bovidae,Cephalophus,Cephalophus dorsalis,Varicellovirus
HP3,Mammalia,Artiodactyla,Bovidae,Cephalophus,Cephalophus leucogaster,Varicellovirus
HP3,Mammalia,Artiodactyla,Bovidae,Cephalophus,Cephalophus nigrifrons,Varicellovirus
HP3,Mammalia,Artiodactyla,Bovidae,Cephalophus,Cephalophus weynsi,Varicellovirus
HP3,Mammalia,Artiodactyla,Cervidae,Cervus,Cervus elaphus,Varicellovirus
HP3,Mammalia,Artiodactyla,Cervidae,Dama,Dama dama,Varicellovirus
HP3,Mammalia,Artiodactyla,Cervidae,Odocoileus,Odocoileus virginianus,Varicellovirus
HP3,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis aries,Varicellovirus
HP3,Mammalia,Artiodactyla,Cervidae,Rangifer,Rangifer tarandus,Varicellovirus
HP3,Mammalia,Artiodactyla,Bovidae,Bubalus,Bubalus bubalis,Varicellovirus
HP3,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Varicellovirus
HP3,Mammalia,Carnivora,Phocidae,Leptonychotes,Leptonychotes weddellii,Varicellovirus
HP3,Mammalia,Carnivora,Mustelidae,Lontra,Lontra canadensis,Varicellovirus
HP3,Mammalia,Primates,Cercopithecidae,Chlorocebus,Chlorocebus aethiops,Varicellovirus
HP3,Mammalia,Primates,Cercopithecidae,Erythrocebus,Erythrocebus patas,Varicellovirus
HP3,Mammalia,Primates,Cercopithecidae,Macaca,Macaca nemestrina,Varicellovirus
HP3,Mammalia,Artiodactyla,Bovidae,Oryx,Oryx leucoryx,Varicellovirus
HP3,Mammalia,Rodentia,Caviidae,Cavia,Cavia porcellus,Varicellovirus
HP3,Mammalia,Perissodactyla,Equidae,Equus,Equus caballus,Varicellovirus
HP3,Mammalia,Artiodactyla,Bovidae,Eudorcas,Eudorcas thomsonii,Varicellovirus
HP3,Mammalia,Carnivora,Ursidae,Ursus,Ursus americanus,Varicellovirus
HP3,Mammalia,Perissodactyla,Equidae,Equus,Equus burchellii,Varicellovirus
HP3,Mammalia,Perissodactyla,Equidae,Equus,Equus asinus,Varicellovirus
HP3,Mammalia,Perissodactyla,Equidae,Equus,Equus hemionus,Varicellovirus
HP3,Mammalia,Artiodactyla,Giraffidae,Giraffa,Giraffa camelopardalis,Varicellovirus
HP3,Mammalia,Carnivora,Ursidae,Ursus,Ursus maritimus,Varicellovirus
HP3,Mammalia,Carnivora,Felidae,Felis,Felis silvestris,Varicellovirus
HP3,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,Varicellovirus
HP3,Mammalia,Carnivora,Felidae,Puma,Puma concolor,Varicellovirus
HP3,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Varicellovirus
HP3,Mammalia,Carnivora,Phocidae,Cystophora,Cystophora cristata,Varicellovirus
HP3,Mammalia,Carnivora,Phocidae,Lobodon,Lobodon carcinophaga,Varicellovirus
HP3,Mammalia,Carnivora,Phocidae,Pagophilus,Pagophilus groenlandicus,Varicellovirus
HP3,Mammalia,Carnivora,Phocidae,Phoca,Phoca vitulina,Varicellovirus
HP3,Mammalia,Carnivora,Felidae,Felis,Felis catus,Varicellovirus
HP3,Mammalia,Carnivora,Mustelidae,Mustela,Mustela lutreola,Varicellovirus
HP3,Mammalia,Carnivora,Procyonidae,Procyon,Procyon lotor,Varicellovirus
HP3,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Varicellovirus
HP3,Mammalia,Erinaceomorpha,Erinaceidae,Atelerix,Atelerix albiventris,Vesiculovirus
HP3,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Vesiculovirus
HP3,Mammalia,Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus hastatus,Vesiculovirus
HP3,Mammalia,Rodentia,Muridae,Rhombomys,Rhombomys opimus,Vesiculovirus
HP3,Mammalia,Rodentia,Muridae,Tatera,Tatera indica,Vesiculovirus
HP3,Mammalia,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Vesiculovirus
HP3,Mammalia,Rodentia,Echimyidae,Proechimys,Proechimys longicaudatus,Vesiculovirus
HP3,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus eloquens,Vesiculovirus
HP3,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus hildebrandtii,Vesiculovirus
HP3,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,Vesiculovirus
HP3,Mammalia,Perissodactyla,Equidae,Equus,Equus caballus,Vesiculovirus
HP3,Mammalia,Primates,Atelidae,Alouatta,Alouatta palliata,Vesiculovirus
HP3,Mammalia,Primates,Atelidae,Alouatta,Alouatta pigra,Vesiculovirus
HP3,Mammalia,Artiodactyla,Antilocapridae,Antilocapra,Antilocapra americana,Vesiculovirus
HP3,Mammalia,Primates,Aotidae,Aotus,Aotus trivirgatus,Vesiculovirus
HP3,Mammalia,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Vesiculovirus
HP3,Mammalia,Chiroptera,Phyllostomidae,Dermanura,Artibeus phaeotis,Vesiculovirus
HP3,Mammalia,Rodentia,Cricetidae,Baiomys,Baiomys taylori,Vesiculovirus
HP3,Mammalia,Carnivora,Procyonidae,Bassaricyon,Bassaricyon gabbii,Vesiculovirus
HP3,Mammalia,Pilosa,Bradypodidae,Bradypus,Bradypus variegatus,Vesiculovirus
HP3,Mammalia,Cingulata,Dasypodidae,Cabassous,Cabassous centralis,Vesiculovirus
HP3,Mammalia,Primates,Callitrichidae,Callithrix,Callithrix geoffroyi,Vesiculovirus
HP3,Mammalia,Didelphimorphia,Didelphidae,Caluromys,Caluromys derbianus,Vesiculovirus
HP3,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Vesiculovirus
HP3,Mammalia,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Vesiculovirus
HP3,Mammalia,Primates,Cebidae,Cebus,Cebus capucinus,Vesiculovirus
HP3,Mammalia,Artiodactyla,Cervidae,Cervus,Cervus elaphus,Vesiculovirus
HP3,Mammalia,Didelphimorphia,Didelphidae,Chironectes,Chironectes minimus,Vesiculovirus
HP3,Mammalia,Pilosa,Megalonychidae,Choloepus,Choloepus hoffmanni,Vesiculovirus
HP3,Mammalia,Rodentia,Erethizontidae,Coendou,Coendou rothschildi,Vesiculovirus
HP3,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta punctata,Vesiculovirus
HP3,Mammalia,Cingulata,Dasypodidae,Dasypus,Dasypus novemcinctus,Vesiculovirus
HP3,Mammalia,Chiroptera,Phyllostomidae,Desmodus,Desmodus rotundus,Vesiculovirus
HP3,Mammalia,Didelphimorphia,Didelphidae,Didelphis,Didelphis marsupialis,Vesiculovirus
HP3,Mammalia,Rodentia,Echimyidae,Diplomys,Diplomys labilis,Vesiculovirus
HP3,Mammalia,Rodentia,Heteromyidae,Dipodomys,Dipodomys merriami,Vesiculovirus
HP3,Mammalia,Perissodactyla,Equidae,Equus,Equus asinus,Vesiculovirus
HP3,Mammalia,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Vesiculovirus
HP3,Mammalia,Artiodactyla,Camelidae,Lama,Lama glama,Vesiculovirus
HP3,Mammalia,Lagomorpha,Leporidae,Lepus,Lepus californicus,Vesiculovirus
HP3,Mammalia,Rodentia,Heteromyidae,Liomys,Liomys adspersus,Vesiculovirus
HP3,Mammalia,Chiroptera,Phyllostomidae,Lonchophylla,Lonchophylla robusta,Vesiculovirus
HP3,Mammalia,Chiroptera,Phyllostomidae,Lophostoma,Lophostoma silvicolum,Vesiculovirus
HP3,Mammalia,Carnivora,Mephitidae,Mephitis,Mephitis mephitis,Vesiculovirus
HP3,Mammalia,Didelphimorphia,Didelphidae,Metachirus,Metachirus nudicaudatus,Vesiculovirus
HP3,Mammalia,Rodentia,Myocastoridae,Myocastor,Myocastor coypus,Vesiculovirus
HP3,Mammalia,Carnivora,Procyonidae,Nasua,Nasua narica,Vesiculovirus
HP3,Mammalia,Artiodactyla,Cervidae,Odocoileus,Odocoileus hemionus,Vesiculovirus
HP3,Mammalia,Artiodactyla,Cervidae,Odocoileus,Odocoileus virginianus,Vesiculovirus
HP3,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis canadensis,Vesiculovirus
HP3,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus leucopus,Vesiculovirus
HP3,Mammalia,Didelphimorphia,Didelphidae,Philander,Philander opossum,Vesiculovirus
HP3,Mammalia,Carnivora,Procyonidae,Potos,Potos flavus,Vesiculovirus
HP3,Mammalia,Carnivora,Procyonidae,Procyon,Procyon lotor,Vesiculovirus
HP3,Mammalia,Rodentia,Echimyidae,Proechimys,Proechimys semispinosus,Vesiculovirus
HP3,Mammalia,Rodentia,Cricetidae,Sigmodon,Sigmodon hispidus,Vesiculovirus
HP3,Mammalia,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Vesiculovirus
HP3,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Vesiculovirus
HP3,Mammalia,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus audubonii,Vesiculovirus
HP3,Mammalia,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus brasiliensis,Vesiculovirus
HP3,Mammalia,Pilosa,Myrmecophagidae,Tamandua,Tamandua tetradactyla,Vesiculovirus
HP3,Mammalia,Rodentia,Cricetidae,Tylomys,Tylomys nudicaudus,Vesiculovirus
HP3,Mammalia,Carnivora,Canidae,Urocyon,Urocyon cinereoargenteus,Vesiculovirus
HP3,Mammalia,Chiroptera,Phyllostomidae,Vampyrodes,Vampyrodes caraccioli,Vesiculovirus
HP3,Mammalia,Carnivora,Canidae,Vulpes,Vulpes velox,Vesiculovirus
HP3,Mammalia,Carnivora,Canidae,Canis,Canis latrans,Vesiculovirus
HP3,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus maniculatus,Vesiculovirus
HP3,Mammalia,Rodentia,Sciuridae,Sciurus,Sciurus carolinensis,Vesiculovirus
HP3,Mammalia,Carnivora,Felidae,Acinonyx,Acinonyx jubatus,Vesivirus
HP3,Mammalia,Carnivora,Felidae,Caracal,Caracal caracal,Vesivirus
HP3,Mammalia,Carnivora,Felidae,Felis,Felis catus,Vesivirus
HP3,Mammalia,Carnivora,Felidae,Felis,Felis silvestris,Vesivirus
HP3,Mammalia,Carnivora,Felidae,Leopardus,Leopardus geoffroyi,Vesivirus
HP3,Mammalia,Carnivora,Felidae,Leopardus,Leopardus pardalis,Vesivirus
HP3,Mammalia,Carnivora,Mustelidae,Lontra,Lontra canadensis,Vesivirus
HP3,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,Vesivirus
HP3,Mammalia,Carnivora,Felidae,Prionailurus,Prionailurus bengalensis,Vesivirus
HP3,Mammalia,Carnivora,Felidae,Puma,Puma concolor,Vesivirus
HP3,Mammalia,Carnivora,Mustelidae,Neovison,Neovison vison,Vesivirus
HP3,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,Balaenoptera borealis,Vesivirus
HP3,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,Balaenoptera physalus,Vesivirus
HP3,Mammalia,Perissodactyla,Equidae,Equus,Equus asinus,Vesivirus
HP3,Mammalia,Cetacea,Eschrichtiidae,Eschrichtius,Eschrichtius robustus,Vesivirus
HP3,Mammalia,Carnivora,Otariidae,Eumetopias,Eumetopias jubatus,Vesivirus
HP3,Mammalia,Cetacea,Physeteridae,Physeter,Physeter catodon,Vesivirus
HP3,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Vesivirus
HP3,Mammalia,Carnivora,Otariidae,Zalophus,Zalophus californianus,Vesivirus
HP3,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,Xipapillomavirus
HP3,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Yatapoxvirus
HP3,Mammalia,Primates,Cercopithecidae,Macaca,Macaca mulatta,Yatapoxvirus
HP3,Mammalia,Primates,Cercopithecidae,Chlorocebus,Chlorocebus aethiops,Yatapoxvirus
HP3,Mammalia,Primates,Cercopithecidae,Chlorocebus,Chlorocebus pygerythrus,Yatapoxvirus
HP3,Mammalia,Primates,Cercopithecidae,Erythrocebus,Erythrocebus patas,Yatapoxvirus
HP3,Mammalia,Primates,Cercopithecidae,Macaca,Macaca fascicularis,Yatapoxvirus
HP3,Mammalia,Primates,Cercopithecidae,Macaca,Macaca radiata,Yatapoxvirus
HP3,Mammalia,Primates,Cercopithecidae,Papio,Papio anubis,Yatapoxvirus
HP3,Mammalia,Perissodactyla,Equidae,Equus,Equus caballus,Zetapapillomavirus
